Date,Unit,00:15,00:30,00:45,01:00,01:15,01:30,01:45,02:00,02:15,02:30,02:45,03:00,03:15,03:30,03:45,04:00,04:15,04:30,04:45,05:00,05:15,05:30,05:45,06:00,06:15,06:30,06:45,07:00,07:15,07:30,07:45,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00
08/21/2011,KW,23.04,23.04,22.968,22.968,23.616,23.616,25.29,25.29,27.018,27.018,25.146,25.146,22.644,22.644,23.94,23.94,23.148,23.148,24.174,24.174,21.852,21.852,23.31,23.31,22.554,22.554,22.104,22.104,24.3,24.3,27.54,27.54,38.358,38.358,36.45,36.45,59.526,59.526,57.492,57.492,55.62,55.62,62.946,62.946,57.744,57.744,60.246,60.246,62.694,62.694,60.516,60.516,59.328,59.328,59.526,59.526,62.982,62.982,64.89,64.89,65.016,65.016,64.062,64.062,65.592,65.592,63.594,63.594,64.332,64.332,69.516,69.516,60.588,60.588,57.294,57.294,65.232,65.232,74.412,74.412,72.882,72.882,73.422,73.422,69.858,69.858,69.822,69.822,63.846,63.846,63.594,63.594,46.206,46.206,26.244,26.244
08/22/2011,KW,23.256,23.256,22.608,22.608,22.032,22.032,23.742,23.742,24.84,24.84,23.904,23.904,22.626,22.626,22.122,22.122,22.572,22.572,22.86,22.86,21.114,21.114,20.772,20.772,20.124,20.124,24.354,24.354,39.51,39.51,39.546,39.546,43.254,43.254,48.834,48.834,54.954,54.954,56.196,56.196,56.16,56.16,55.422,55.422,60.93,60.93,58.104,58.104,65.088,65.088,65.34,65.34,62.532,62.532,63.18,63.18,63.198,63.198,66.996,66.996,67.572,67.572,68.256,68.256,68.274,68.274,64.062,64.062,64.512,64.512,64.332,64.332,63.09,63.09,65.448,65.448,83.16,83.16,78.948,78.948,78.786,78.786,80.082,80.082,77.526,77.526,75.978,75.978,69.372,69.372,62.046,62.046,39.474,39.474,45.702,45.702
08/23/2011,KW,43.47,43.47,33.336,33.336,24.156,24.156,24.678,24.678,25.902,25.902,24.336,24.336,23.274,23.274,22.698,22.698,23.418,23.418,23.436,23.436,21.258,21.258,21.87,21.87,18.342,18.342,22.896,22.896,41.202,41.202,39.924,39.924,44.496,44.496,51.912,51.912,72.162,72.162,72.288,72.288,72.126,72.126,73.044,73.044,71.244,71.244,68.976,68.976,52.56,52.56,55.728,55.728,53.46,53.46,52.758,52.758,55.854,55.854,61.326,61.326,57.168,57.168,54.162,54.162,57.87,57.87,58.59,58.59,57.654,57.654,62.46,62.46,61.938,61.938,74.232,74.232,79.47,79.47,71.352,71.352,72.486,72.486,76.59,76.59,80.388,80.388,73.638,73.638,69.318,69.318,48.924,48.924,23.778,23.778,25.866,25.866
08/24/2011,KW,25.056,25.056,25.776,25.776,25.092,25.092,26.208,26.208,27.306,27.306,26.082,26.082,25.758,25.758,23.67,23.67,24.318,24.318,26.226,26.226,22.572,22.572,23.994,23.994,23.22,23.22,27.054,27.054,42.48,42.48,39.618,39.618,46.584,46.584,58.5,58.5,58.806,58.806,60.156,60.156,64.62,64.62,64.926,64.926,66.438,66.438,70.956,70.956,72.594,72.594,74.7,74.7,69.498,69.498,74.106,74.106,74.934,74.934,74.682,74.682,74.844,74.844,74.538,74.538,73.98,73.98,73.908,73.908,71.37,71.37,72.972,72.972,71.208,71.208,71.046,71.046,83.808,83.808,82.872,82.872,81.774,81.774,84.798,84.798,76.86,76.86,75.888,75.888,68.652,68.652,51.624,51.624,24.714,24.714,24.21,24.21
08/25/2011,KW,24.75,24.75,25.002,25.002,24.876,24.876,24.354,24.354,26.946,26.946,24.714,24.714,24.192,24.192,23.004,23.004,23.49,23.49,24.606,24.606,22.824,22.824,23.04,23.04,22.068,22.068,26.982,26.982,43.182,43.182,43.542,43.542,47.232,47.232,52.758,52.758,57.33,57.33,56.412,56.412,60.588,60.588,59.13,59.13,55.638,55.638,57.744,57.744,63.702,63.702,64.152,64.152,67.122,67.122,67.896,67.896,69.75,69.75,68.382,68.382,66.978,66.978,67.41,67.41,65.484,65.484,65.466,65.466,67.14,67.14,68.526,68.526,67.14,67.14,64.566,64.566,75.546,75.546,79.29,79.29,77.886,77.886,78.264,78.264,72.54,72.54,74.25,74.25,68.562,68.562,41.256,41.256,23.454,23.454,24.048,24.048
08/26/2011,KW,25.74,25.74,24.336,24.336,22.806,22.806,24.858,24.858,25.812,25.812,23.904,23.904,23.688,23.688,20.88,20.88,18.144,18.144,19.314,19.314,17.208,17.208,18.972,18.972,18.612,18.612,30.564,30.564,44.334,44.334,43.902,43.902,46.692,46.692,51.732,51.732,53.514,53.514,57.132,57.132,56.934,56.934,53.712,53.712,53.874,53.874,59.13,59.13,59.382,59.382,67.194,67.194,66.6,66.6,70.92,70.92,67.95,67.95,63.666,63.666,67.806,67.806,63.99,63.99,64.44,64.44,68.13,68.13,66.87,66.87,67.05,67.05,65.754,65.754,82.296,82.296,79.38,79.38,77.094,77.094,77.634,77.634,78.264,78.264,76.032,76.032,73.026,73.026,67.986,67.986,57.078,57.078,26.046,26.046,27.414,27.414
08/27/2011,KW,27.882,27.882,24.786,24.786,23.832,23.832,24.462,24.462,26.856,26.856,24.57,24.57,25.452,25.452,25.524,25.524,25.164,25.164,24.804,24.804,22.824,22.824,25.488,25.488,23.238,23.238,26.55,26.55,27.378,27.378,33.498,33.498,48.294,48.294,48.6,48.6,50.634,50.634,62.784,62.784,70.02,70.02,63.558,63.558,59.634,59.634,60.138,60.138,65.214,65.214,69.246,69.246,62.874,62.874,66.888,66.888,66.366,66.366,70.128,70.128,67.518,67.518,69.84,69.84,67.158,67.158,66.744,66.744,63.36,63.36,61.146,61.146,58.284,58.284,66.6,66.6,68.31,68.31,72.522,72.522,73.584,73.584,73.908,73.908,70.236,70.236,70.65,70.65,65.196,65.196,63.99,63.99,32.706,32.706,26.118,26.118
08/28/2011,KW,25.488,25.488,22.41,22.41,22.32,22.32,22.086,22.086,24.264,24.264,22.77,22.77,22.608,22.608,21.888,21.888,21.978,21.978,22.374,22.374,18.486,18.486,18.072,18.072,17.55,17.55,24.498,24.498,23.022,23.022,25.578,25.578,44.55,44.55,46.602,46.602,47.826,47.826,48.78,48.78,52.506,52.506,56.07,56.07,54.36,54.36,58.356,58.356,58.23,58.23,59.454,59.454,59.994,59.994,62.82,62.82,62.928,62.928,63.504,63.504,62.154,62.154,60.678,60.678,64.17,64.17,56.376,56.376,56.934,56.934,54.144,54.144,56.988,56.988,70.362,70.362,72.198,72.198,72.18,72.18,72.432,72.432,73.08,73.08,69.498,69.498,69.588,69.588,64.728,64.728,63.846,63.846,56.268,56.268,26.766,26.766
08/29/2011,KW,23.688,23.688,22.932,22.932,23.544,23.544,23.202,23.202,25.164,25.164,23.58,23.58,22.698,22.698,22.176,22.176,22.122,22.122,22.716,22.716,20.88,20.88,22.122,22.122,18.81,18.81,23.76,23.76,41.778,41.778,44.082,44.082,47.646,47.646,55.62,55.62,57.672,57.672,55.278,55.278,53.01,53.01,52.974,52.974,52.452,52.452,55.746,55.746,66.384,66.384,69.264,69.264,66.636,66.636,64.908,64.908,60.876,60.876,62.874,62.874,65.07,65.07,64.494,64.494,64.872,64.872,64.494,64.494,61.092,61.092,67.014,67.014,65.862,65.862,66.042,66.042,80.226,80.226,75.348,75.348,77.076,77.076,79.488,79.488,71.082,71.082,73.71,73.71,68.886,68.886,64.26,64.26,32.616,32.616,23.022,23.022
08/30/2011,KW,24.444,24.444,23.778,23.778,23.112,23.112,25.128,25.128,24.354,24.354,24.678,24.678,23.49,23.49,23.22,23.22,22.914,22.914,23.418,23.418,21.654,21.654,17.982,17.982,20.232,20.232,25.182,25.182,41.616,41.616,42.588,42.588,49.194,49.194,48.546,48.546,50.688,50.688,52.866,52.866,52.488,52.488,51.156,51.156,48.042,48.042,57.366,57.366,57.258,57.258,55.908,55.908,62.352,62.352,61.488,61.488,52.218,52.218,59.67,59.67,63.18,63.18,54.324,54.324,58.986,58.986,59.544,59.544,59.346,59.346,78.12,78.12,79.002,79.002,73.512,73.512,71.82,71.82,72.792,72.792,73.512,73.512,77.706,77.706,74.304,74.304,73.35,73.35,67.374,67.374,51.336,51.336,26.568,26.568,28.26,28.26
08/31/2011,KW,25.74,25.74,23.976,23.976,24.102,24.102,23.742,23.742,25.884,25.884,24.948,24.948,23.022,23.022,23.094,23.094,24.12,24.12,23.958,23.958,20.484,20.484,18.108,18.108,17.82,17.82,25.92,25.92,42.84,42.84,43.452,43.452,49.284,49.284,46.944,46.944,50.436,50.436,57.51,57.51,55.44,55.44,54.99,54.99,53.856,53.856,57.384,57.384,65.826,65.826,71.874,71.874,70.938,70.938,67.968,67.968,63.594,63.594,67.086,67.086,72.954,72.954,71.388,71.388,72.9,72.9,73.476,73.476,71.298,71.298,71.298,71.298,73.458,73.458,85.536,85.536,82.656,82.656,85.734,85.734,84.582,84.582,84.114,84.114,80.514,80.514,76.896,76.896,67.608,67.608,53.442,53.442,27.162,27.162,28.98,28.98
09/01/2011,KW,27.648,27.648,26.082,26.082,29.646,29.646,23.958,23.958,29.052,29.052,28.8,28.8,26.298,26.298,25.83,25.83,24.948,24.948,27.36,27.36,24.786,24.786,24.516,24.516,25.956,25.956,31.554,31.554,39.69,39.69,45.432,45.432,47.988,47.988,52.992,52.992,60.318,60.318,66.402,66.402,65.808,65.808,74.232,74.232,68.328,68.328,72.018,72.018,70.092,70.092,72.9,72.9,75.546,75.546,76.968,76.968,77.49,77.49,76.842,76.842,76.896,76.896,73.062,73.062,75.906,75.906,76.59,76.59,75.114,75.114,77.742,77.742,78.192,78.192,81.45,81.45,96.03,96.03,93.906,93.906,94.068,94.068,92.844,92.844,88.11,88.11,81.234,81.234,69.552,69.552,45.018,45.018,30.186,30.186,30.816,30.816
09/02/2011,KW,29.808,29.808,30.168,30.168,31.41,31.41,30.276,30.276,31.788,31.788,32.004,32.004,29.898,29.898,28.206,28.206,27.81,27.81,31.05,31.05,27.882,27.882,29.376,29.376,28.908,28.908,37.638,37.638,61.74,61.74,52.434,52.434,56.574,56.574,54.954,54.954,58.284,58.284,62.73,62.73,59.904,59.904,67.734,67.734,70.596,70.596,75.24,75.24,71.964,71.964,76.806,76.806,74.196,74.196,75.204,75.204,75.114,75.114,75.51,75.51,74.916,74.916,77.454,77.454,74.304,74.304,75.204,75.204,72.738,72.738,76.698,76.698,74.952,74.952,87.642,87.642,92.304,92.304,88.758,88.758,91.746,91.746,89.118,89.118,83.25,83.25,78.228,78.228,70.74,70.74,68.742,68.742,40.122,40.122,29.214,29.214
